Player,Nationality,Team,Position,Age,Comp Level,Games,Games Starts,Minutes,Minutes 90S,Goals_Per90,Assists_Per90,Goals Pens_Per90,Pens Made_Per90,Pens Att_Per90,Cards Yellow_Per90,Cards Red_Per90,Xg_Per90,Npxg_Per90,Passes Completed_Per90,Passes_Per90,Passes Pct_Per90,Passes Total Distance_Per90,Passes Progressive Distance_Per90,Passes Completed Short_Per90,Passes Short_Per90,Passes Pct Short_Per90,Passes Completed Medium_Per90,Passes Completed Long_Per90,Passes Long_Per90,Passes Pct Long_Per90,Assisted Shots_Per90,Passes Into Final Third_Per90,Passes Into Penalty Area_Per90,Crosses Into Penalty Area_Per90,Progressive Passes_Per90,Shots On Target_Per90,Shots On Target Pct_Per90,Goals Per Shot_Per90,Goals Per Shot On Target_Per90,Average Shot Distance_Per90,Shots Free Kicks_Per90,Npxg Per Shot_Per90,Xg Net_Per90,Npxg Net_Per90,Passes Live_Per90,Passes Dead_Per90,Passes Free Kicks_Per90,Through Balls_Per90,Passes Switches_Per90,Crosses_Per90,Corner Kicks Straight_Per90,Throw Ins_Per90,Passes Offsides_Per90,Passes Blocked_Per90,Sca_Per90,Sca Passes Live_Per90,Sca Passes Dead_Per90,Sca Dribbles_Per90,Sca Shots_Per90,Sca Fouled_Per90,Sca Defense_Per90,Gca_Per90,Gca Passes Live_Per90,Gca Passes Dead_Per90,Gca Dribbles_Per90,Gca Shots_Per90,Gca Fouled_Per90,Gca Defense_Per90,Tackles_Per90,Tackles Won_Per90,Tackles Def 3Rd_Per90,Tackles Mid 3Rd_Per90,Tackles Att 3Rd_Per90,Dribble Tackles_Per90,Dribbles Vs_Per90,Dribble Tackles Pct_Per90,Dribbled Past_Per90,Blocks_Per90,Blocked Shots_Per90,Blocked Passes_Per90,Interceptions_Per90,Tackles Interceptions_Per90,Clearances_Per90,Errors_Per90,Touches_Per90,Touches Def Pen Area_Per90,Touches Def 3Rd_Per90,Touches Mid 3Rd_Per90,Touches Att 3Rd_Per90,Touches Att Pen Area_Per90,Touches Live Ball_Per90,Dribbles Completed_Per90,Dribbles_Per90,Dribbles Completed Pct_Per90,Miscontrols_Per90,Dispossessed_Per90,Passes Received_Per90,Progressive Passes Received_Per90
Tomáš Suslov, SVK,Groningen,"MF,FW",19.0,Eredivisie,29,28.0,2348,26.1,0.04,0.15,0.04,0.0,0.0,0.34,0.0,0.09,0.09,21.38,31.0,2.64,443.52,119.92,7.7,9.77,3.02,9.54,3.83,7.82,1.88,1.11,2.15,0.96,0.34,1.69,0.5,1.11,0.0,0.0,0.93,0.23,0.0,-0.05,-0.05,26.78,4.18,1.65,0.34,0.8,3.79,0.0,0.27,0.04,0.73,3.07,1.8,0.5,0.08,0.15,0.46,0.08,0.15,0.04,0.11,0.0,0.0,0.0,0.0,2.68,1.49,1.19,1.19,0.31,0.92,2.99,1.18,2.07,0.77,0.08,0.69,0.77,3.45,0.69,0.0,43.72,1.3,8.81,20.73,14.98,1.3,43.72,1.19,2.34,1.95,2.64,1.19,23.33,2.38
Toni Borevkovic, CRO,Vitória,DF,24.0,Primeira Liga,24,23.0,1990,22.1,0.0,0.05,0.0,0.0,0.0,0.45,0.05,0.06,0.06,43.3,51.09,3.84,919.95,326.33,13.35,14.84,4.07,22.94,6.74,10.54,2.89,0.27,2.99,0.0,0.0,3.03,0.09,1.0,0.0,0.0,0.51,0.0,0.01,-0.06,-0.06,48.82,2.08,2.04,0.0,0.95,0.0,0.0,0.05,0.18,0.18,0.72,0.63,0.0,0.0,0.05,0.05,0.0,0.14,0.09,0.0,0.0,0.05,0.0,0.0,0.95,0.5,0.81,0.14,0.0,0.59,1.13,2.35,0.54,0.68,0.41,0.27,1.58,2.53,3.12,0.14,58.96,5.66,28.37,29.55,1.27,0.86,58.96,0.05,0.05,4.52,0.32,0.23,39.91,0.14
Toni Domgjoni, KVX,Vitesse,MF,22.0,Eredivisie,19,13.0,1072,11.9,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.05,0.05,33.19,42.86,6.51,472.27,135.04,19.24,22.35,7.24,9.5,1.93,3.36,4.83,0.5,2.27,0.76,0.08,2.52,0.17,1.53,0.0,0.0,1.93,0.08,0.0,-0.05,-0.05,40.84,1.85,1.01,0.17,0.08,0.76,0.0,0.42,0.17,1.26,2.44,1.85,0.17,0.08,0.17,0.17,0.0,0.17,0.08,0.08,0.0,0.0,0.0,0.0,2.77,1.6,0.5,1.51,0.76,0.5,1.18,3.61,0.67,0.84,0.25,0.59,0.92,3.7,0.59,0.0,54.45,1.6,9.75,29.24,15.97,1.34,54.45,1.01,2.02,4.2,1.68,0.92,33.7,3.61
Toni Kroos,GER,Real Madrid,MF,31.0,La Liga,28,25.0,2103,23.4,0.04,0.13,0.04,0.0,0.0,0.17,0.0,0.12,0.12,88.38,96.54,3.91,1649.83,518.97,38.63,39.91,4.14,33.76,13.29,16.92,3.35,2.18,11.88,1.37,0.09,7.61,0.51,1.12,0.0,0.0,1.03,0.17,0.0,-0.07,-0.07,87.69,8.25,4.19,0.17,2.86,3.68,0.0,0.38,0.6,0.56,3.72,2.52,1.07,0.09,0.0,0.0,0.04,0.17,0.13,0.04,0.0,0.0,0.0,0.0,1.45,1.11,0.56,0.73,0.17,0.6,1.54,1.66,0.94,0.68,0.13,0.56,0.51,1.97,0.56,0.04,102.01,2.09,20.3,58.63,23.8,0.98,102.01,0.38,0.73,2.26,0.34,0.47,84.02,1.28
Toni Lato,ESP,Valencia,DF,23.0,La Liga,11,7.0,590,6.6,0.0,0.15,0.0,0.0,0.0,0.76,0.0,0.0,0.0,34.85,47.58,11.09,620.76,226.82,18.94,21.52,13.33,11.67,3.64,6.97,7.91,0.45,3.18,0.45,0.15,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.12,10.3,1.21,0.0,0.91,2.88,0.0,9.09,0.15,1.06,1.52,1.36,0.15,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,2.58,1.82,1.82,0.45,0.3,1.36,2.42,8.53,1.06,0.91,0.0,0.91,1.21,3.79,2.12,0.0,56.52,2.27,18.79,23.18,15.15,0.45,56.52,1.21,1.21,15.15,0.61,1.06,24.85,1.36
Toni Martínez, ESP,Porto,FW,24.0,Primeira Liga,19,4.0,475,5.3,0.57,0.0,0.57,0.0,0.0,0.57,0.19,0.57,0.57,11.89,21.32,10.53,142.45,30.57,7.74,11.32,12.89,2.64,0.38,0.57,12.58,0.57,1.32,0.38,0.19,0.75,1.89,8.58,0.03,0.06,2.68,0.0,0.02,0.0,0.0,21.13,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.19,0.94,1.89,1.51,0.0,0.19,0.19,0.0,0.0,0.38,0.19,0.0,0.19,0.0,0.0,0.0,0.57,0.19,0.0,0.38,0.19,0.19,0.57,6.28,0.38,0.94,0.0,0.94,0.0,0.57,0.94,0.0,33.58,0.94,1.51,12.83,19.43,8.49,33.58,0.75,1.51,9.43,1.7,0.94,24.72,7.17
Toni Moya,ESP,Alavés,MF,23.0,La Liga,28,17.0,1386,15.4,0.0,0.06,0.0,0.0,0.0,0.13,0.0,0.08,0.08,26.49,38.57,4.46,502.66,155.26,12.53,14.48,5.62,8.25,4.81,10.58,2.95,1.49,1.82,0.52,0.19,1.82,0.13,1.08,0.0,0.0,1.7,0.13,0.01,-0.08,-0.08,31.23,7.08,3.64,0.26,0.84,5.26,0.0,0.0,0.26,0.65,2.08,0.58,1.36,0.06,0.06,0.0,0.0,0.19,0.06,0.06,0.0,0.06,0.0,0.0,1.49,0.65,0.45,0.84,0.19,0.84,2.79,1.96,1.95,1.17,0.32,0.84,1.3,2.79,1.17,0.0,48.31,2.27,10.06,25.78,13.12,0.45,48.31,1.3,1.62,5.19,1.62,0.78,22.53,0.84
Tonny Vilhena,NED,Espanyol,"MF,FW",26.0,La Liga,17,13.0,928,10.3,0.1,0.1,0.1,0.0,0.0,0.39,0.0,0.1,0.1,22.91,32.82,6.78,321.55,109.71,15.24,18.25,8.11,4.56,1.84,4.47,4.01,1.07,1.55,0.49,0.29,1.46,0.29,1.94,0.01,0.03,2.05,0.0,0.01,0.0,0.0,30.29,2.43,0.58,0.0,0.39,3.11,0.0,0.1,0.1,1.26,1.84,1.17,0.49,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,1.55,0.58,0.68,0.78,0.1,0.68,2.04,3.23,1.36,0.97,0.19,0.78,0.78,2.33,1.65,0.0,43.59,2.43,9.81,17.67,16.7,1.94,43.59,1.17,1.65,6.85,2.23,1.17,28.06,3.79
Tony Alfaro, USA,D.C. United,DF,28.0,MLS,18,9.0,943,10.5,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.01,0.01,46.86,57.24,7.8,907.43,366.95,15.9,17.9,8.46,24.0,5.81,10.38,5.33,0.1,3.81,0.38,0.0,3.24,0.0,0.0,0.0,0.0,2.09,0.0,0.01,-0.01,-0.01,52.67,4.57,1.62,0.0,0.57,0.19,0.0,1.81,0.0,0.38,0.57,0.57,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.95,0.67,0.76,0.19,0.0,0.57,1.52,3.57,0.95,1.24,1.14,0.1,1.33,2.29,3.24,0.1,65.62,7.33,32.48,30.86,2.86,0.48,65.62,0.19,0.38,4.76,0.67,0.19,39.81,0.1
Tony Jantschke,GER,M'Gladbach,DF,31.0,Bundesliga,3,3.0,225,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,35.2,48.4,29.08,628.8,271.6,15.2,18.0,33.76,18.0,2.0,7.2,11.12,0.0,2.0,0.4,0.0,2.4,0.0,0.0,0.0,0.0,6.28,0.0,0.03,-0.04,-0.04,46.8,1.6,1.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.0,0.8,1.6,0.0,1.2,2.4,20.0,1.2,1.2,0.8,0.4,2.0,4.4,3.2,0.0,58.0,4.4,26.8,30.4,0.8,0.8,58.0,0.0,0.0,0.0,0.0,0.0,37.6,0.0
Tony Springett,ENG,Norwich City,"MF,FW",18.0,Premier League,3,1.0,141,1.6,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.06,0.06,15.62,23.75,41.12,217.5,48.75,10.0,13.75,45.44,5.62,0.0,1.25,0.0,1.25,0.62,0.62,0.62,0.62,0.62,62.5,0.0,0.0,8.06,0.0,0.05,-0.06,-0.06,23.75,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.88,1.88,1.25,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.62,0.62,0.62,0.0,0.62,2.5,15.62,1.88,0.0,0.0,0.0,0.0,1.25,1.25,0.0,31.25,1.25,8.75,13.75,10.62,2.5,31.25,0.62,1.25,31.25,1.25,1.88,23.75,3.12
Torben Müsel,GER,M'Gladbach,MF,22.0,Bundesliga,1,0.0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1000.0,90.0,60.0,10.0,10.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tosaint Ricketts, CAN,Vancouver,"FW,DF",34.0,MLS,23,2.0,450,5.0,0.8,0.2,0.8,0.0,0.0,0.0,0.0,0.5,0.5,14.8,21.2,13.96,202.8,29.2,8.8,12.2,14.42,4.4,0.8,1.4,11.42,0.6,2.0,0.2,0.2,1.0,1.2,10.9,0.07,0.13,2.56,0.0,0.05,0.3,0.3,19.6,1.6,0.0,0.0,0.4,0.6,0.0,0.2,0.0,0.4,2.6,1.6,0.0,0.2,0.2,0.4,0.2,0.4,0.2,0.0,0.0,0.0,0.2,0.0,0.6,0.6,0.0,0.6,0.0,0.2,0.4,10.0,0.2,0.6,0.0,0.6,0.0,0.6,0.2,0.0,30.4,0.4,2.0,14.2,14.2,4.0,30.4,0.6,2.0,6.0,2.8,0.8,20.6,4.8
Toshio Lake, NED,Fortuna Sittard,MF,20.0,Eredivisie,11,0.0,244,2.7,0.37,0.74,0.37,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,18.52,0.09,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tosin Adarabioyo, ENG,Fulham,DF,23.0,Championship,41,41.0,3684,40.9,0.05,0.05,0.05,0.0,0.0,0.07,0.02,0.06,0.06,65.4,75.62,2.11,1398.88,526.38,15.92,17.9,2.17,40.05,8.88,12.96,1.67,0.24,3.69,0.29,0.02,3.01,0.22,0.81,0.0,0.01,0.44,0.02,0.0,-0.01,-0.01,72.64,2.71,2.18,0.07,0.46,0.07,0.0,0.44,0.27,0.37,0.98,0.83,0.05,0.0,0.1,0.0,0.0,0.07,0.05,0.0,0.0,0.02,0.0,0.0,0.88,0.66,0.51,0.37,0.0,0.46,0.68,1.66,0.22,1.0,0.64,0.37,1.22,2.1,3.67,0.02,83.67,9.27,41.12,40.54,2.3,0.76,83.67,0.29,0.34,2.1,0.44,0.17,59.76,0.02
Toti Gomes,POR,Wolves,DF,22.0,Premier League,4,4.0,360,4.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,38.25,50.75,18.85,621.25,245.25,18.75,22.75,20.6,16.75,2.0,6.75,7.4,0.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,2.35,0.0,0.01,0.0,0.0,50.0,0.75,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,1.75,2.5,0.25,0.0,1.75,2.25,19.45,0.5,1.5,0.75,0.75,2.0,4.75,3.75,0.0,63.5,7.75,28.75,31.25,4.25,1.0,63.5,1.25,1.5,20.82,0.75,0.5,38.0,0.0
Toyosi Olusanya, ENG,Middlesbrough,FW,23.0,Championship,3,0.0,66,0.7,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,17.14,25.71,95.29,185.71,10.0,14.29,15.71,129.86,2.86,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,1.43,4.29,2.86,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,1.43,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,4.29,0.0,1.43,0.0,0.0,42.86,0.0,4.29,14.29,24.29,1.43,42.86,1.43,2.86,71.43,2.86,4.29,30.0,5.71
Trent Alexander-Arnold,ENG,Liverpool,DF,22.0,Premier League,32,32.0,2853,31.7,0.06,0.38,0.06,0.0,0.0,0.06,0.0,0.09,0.09,64.32,86.97,2.33,1265.36,494.7,26.53,30.41,2.75,25.58,10.85,20.06,1.71,2.84,7.73,2.68,0.79,7.07,0.47,0.93,0.0,0.0,0.76,0.25,0.0,-0.03,-0.03,69.53,17.29,2.93,0.54,2.18,8.61,0.0,10.22,0.16,1.07,5.05,3.03,1.67,0.09,0.22,0.03,0.0,0.57,0.41,0.13,0.0,0.03,0.0,0.0,1.26,0.73,0.6,0.41,0.25,0.85,1.89,1.42,1.04,0.69,0.13,0.57,1.36,2.62,1.26,0.0,94.64,2.21,18.83,43.44,33.09,2.59,94.64,0.6,1.23,1.54,1.29,0.6,59.53,3.75
Trevoh Chalobah,ENG,Chelsea,DF,22.0,Premier League,20,17.0,1449,16.1,0.19,0.06,0.19,0.0,0.0,0.12,0.0,0.08,0.08,71.93,79.69,5.61,1152.73,329.44,35.03,37.7,5.77,32.11,3.73,5.84,3.96,0.25,6.58,0.37,0.0,2.8,0.43,4.83,0.02,0.03,1.17,0.0,0.01,0.11,0.11,77.39,2.24,1.68,0.19,0.19,0.25,0.0,0.56,0.06,0.43,0.87,0.75,0.0,0.0,0.06,0.06,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,2.48,1.68,1.37,1.12,0.0,1.49,1.93,4.81,0.43,0.99,0.37,0.62,1.18,3.66,2.67,0.12,89.63,4.22,29.75,51.8,8.57,0.62,89.63,0.62,0.75,5.17,0.62,0.43,66.52,0.37
Tristan Blackmon, USA,Vancouver,DF,25.0,MLS,28,23.0,2134,23.7,0.04,0.0,0.04,0.0,0.0,0.21,0.0,0.08,0.08,40.0,50.04,3.37,810.59,361.18,12.15,14.01,3.66,22.45,5.06,9.96,2.14,0.17,3.97,0.13,0.04,3.33,0.21,1.51,0.0,0.01,0.45,0.0,0.01,-0.04,-0.04,46.12,3.84,1.69,0.04,0.38,0.08,0.0,2.15,0.08,0.21,0.55,0.42,0.04,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,1.14,0.68,0.89,0.25,0.0,0.59,0.8,3.11,0.21,1.05,0.84,0.21,1.35,2.49,3.42,0.0,58.78,7.3,29.75,26.54,2.95,0.97,58.78,0.3,0.55,2.27,0.42,0.04,35.86,0.08
Tristan Dingomé,CMR,Troyes,"MF,FW",30.0,Ligue 1,25,12.0,1077,12.0,0.17,0.33,0.17,0.0,0.0,0.25,0.0,0.09,0.09,34.42,46.0,6.23,548.08,180.17,17.33,20.58,7.02,11.42,3.25,5.92,4.58,2.0,3.25,1.17,0.42,3.83,0.33,1.67,0.01,0.04,1.9,0.08,0.0,0.08,0.08,41.67,3.75,1.17,0.33,0.25,3.58,0.0,0.33,0.58,0.58,3.33,2.0,0.83,0.25,0.08,0.17,0.0,0.5,0.25,0.08,0.08,0.0,0.08,0.0,1.92,0.92,0.83,1.0,0.08,0.83,1.5,4.63,0.67,0.58,0.08,0.5,0.75,2.67,0.25,0.0,52.92,0.67,7.0,27.0,19.5,2.0,52.92,0.92,1.17,6.55,1.25,1.33,37.67,5.83
Tristan van Gilst, NED,Zwolle,FW,18.0,Eredivisie,1,0.0,22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,166.5,40.0,0.0,5.0,10.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,25.0,0.0,5.0,15.0,5.0,0.0,25.0,0.0,0.0,0.0,5.0,10.0,20.0,0.0
Trova Boni, BFA,B-SAD,MF,21.0,Primeira Liga,6,5.0,441,4.9,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,16.33,23.27,14.33,285.31,99.8,7.14,9.18,15.88,7.55,1.22,2.65,9.43,0.2,0.82,1.02,0.0,1.84,0.0,0.0,0.0,0.0,6.39,0.0,0.01,0.0,0.0,21.63,1.63,0.2,0.2,0.2,0.0,0.0,1.02,0.0,1.22,1.22,1.02,0.0,0.0,0.0,0.2,0.0,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2.65,1.22,1.43,1.22,0.0,1.43,2.65,10.98,1.22,0.82,0.41,0.41,1.84,4.49,1.22,0.0,34.9,3.06,10.61,21.02,3.67,0.2,34.9,1.43,2.04,14.29,2.24,2.45,14.29,0.41
Troy Deeney, ENG,Birmingham City,FW,33.0,Championship,23,15.0,1329,14.8,0.28,0.21,0.21,0.07,0.07,0.0,0.0,0.66,0.6100000000000001,25.59,50.989999999999995,146.89,316.40999999999997,110.64,19.03,31.150000000000002,204.3,4.69,1.24,2.55,3.35,4.92,5.54,0.69,0.0,6.43,0.55,2.04,0.01,0.03,43.309999999999995,0.07,0.24000000000000002,-0.39,-0.4,49.739999999999995,1.1,0.07,0.48,0.0,0.48,0.0,0.14,0.14,0.9,6.71,5.95,0.14,0.14,0.34,0.07,0.07,0.55,0.41,0.0,0.07,0.0,0.07,0.0,0.97,0.55,0.21,0.62,0.14,0.48,4.36,3.22,3.88,0.62,0.21,0.41,0.0,0.97,7.5,0.0,76.28,7.77,8.95,21.950000000000003,45.66,20.12,76.21000000000001,0.69,0.83,5.74,5.8100000000000005,1.1,58.989999999999995,21.290000000000003
Trustin van 't Loo, NED,Heerenveen,MF,17.0,Eredivisie,1,0.0,24,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,6.67,23.33,95.33,76.67,6.67,3.33,10.0,111.0,3.33,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.67,0.0,0.33,-0.33,-0.33,23.33,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,13.33,20.0,10.0,33.33,0.0,0.0,0.0,0.0,0.0,16.67,6.67
Trézéguet,EGY,Aston Villa,FW,26.0,Premier League,1,0.0,11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,60.0,60.0,1000.0,980.0,100.0,40.0,40.0,1000.0,10.0,10.0,10.0,1000.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.7,-1.0,-1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,30.0,70.0,10.0,100.0,10.0,10.0,1000.0,20.0,0.0,90.0,20.0
Tsiki Ntsabeleng, RSA,FC Dallas,MF,23.0,MLS,26,11.0,840,9.3,0.11,0.0,0.11,0.0,0.0,0.32,0.0,0.25,0.25,45.16,53.23,9.12,723.55,206.77,23.44,26.02,9.69,17.96,2.8,4.73,6.35,1.08,4.3,1.4,0.0,4.52,0.32,2.15,0.01,0.04,1.77,0.0,0.02,-0.14,-0.14,52.26,0.97,0.32,0.75,0.22,0.54,0.0,0.43,0.0,1.08,3.12,2.47,0.11,0.22,0.11,0.22,0.0,0.43,0.32,0.0,0.0,0.11,0.0,0.0,2.04,1.29,0.54,1.51,0.0,0.65,1.83,3.8,1.18,1.18,0.22,0.97,1.08,3.12,0.86,0.0,64.52,1.72,13.66,38.39,13.44,1.51,64.52,2.37,3.23,7.88,1.83,1.18,47.42,1.51
Turan Tuzlacik, NED,Go Ahead Eag,"DF,MF",20.0,Eredivisie,2,0.0,12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,90.0,778.0,870.0,100.0,40.0,50.0,800.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,40.0,30.0,50.0,0.0,120.0,0.0,0.0,0.0,20.0,0.0,70.0,0.0
Tuta,BRA,Eint Frankfurt,DF,22.0,Bundesliga,26,26.0,2183,24.3,0.16,0.0,0.16,0.0,0.0,0.16,0.04,0.11,0.11,44.81,57.49,3.21,864.61,297.53,15.6,17.65,3.63,24.24,4.4,9.75,1.86,0.16,2.76,0.08,0.04,1.98,0.25,1.65,0.01,0.03,0.48,0.0,0.01,0.06,0.06,54.28,3.05,1.28,0.08,0.37,0.21,0.0,1.77,0.16,0.78,0.66,0.53,0.04,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,1.15,0.82,0.91,0.16,1.07,1.93,2.28,0.86,1.77,0.62,1.15,1.69,3.58,3.13,0.04,68.89,7.16,34.73,31.4,3.42,0.78,68.89,0.66,0.74,3.66,0.99,0.29,38.64,0.29
Tyler Adams,USA,RB Leipzig,MF,22.0,Bundesliga,24,12.0,1351,15.0,0.0,0.07,0.0,0.0,0.0,0.33,0.0,0.02,0.02,52.93,61.2,5.77,793.53,230.07,28.27,30.67,6.15,18.53,3.27,4.73,4.6,0.47,5.67,0.53,0.0,4.33,0.0,0.0,0.0,0.0,1.44,0.0,0.01,-0.02,-0.02,58.8,2.13,1.07,0.07,0.0,0.13,0.0,0.93,0.27,1.0,1.73,1.53,0.07,0.07,0.07,0.0,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,1.53,0.47,0.33,1.07,0.13,0.47,1.67,1.87,1.2,1.6,0.07,1.53,1.07,2.6,1.27,0.13,70.73,1.87,12.47,49.0,10.0,0.67,70.73,0.87,1.53,3.77,1.33,0.6,49.8,1.13
Tyler Blackett, ENG,FC Cincinnati,DF,27.0,MLS,20,14.0,1342,14.9,0.0,0.07,0.0,0.0,0.0,0.54,0.0,0.04,0.04,36.44,45.57,5.37,703.69,338.26,14.09,15.64,6.05,17.05,4.83,9.33,3.48,0.47,3.49,0.27,0.13,2.15,0.07,0.96,0.0,0.0,0.68,0.0,0.01,-0.04,-0.04,43.42,1.88,0.67,0.07,0.54,0.34,0.0,1.21,0.27,0.4,1.01,0.87,0.0,0.0,0.13,0.0,0.0,0.13,0.07,0.0,0.0,0.07,0.0,0.0,0.67,0.27,0.54,0.13,0.0,0.34,0.81,2.8,0.47,1.01,0.54,0.47,0.6,1.28,3.02,0.0,53.22,5.3,25.17,26.04,2.48,0.81,53.22,0.13,0.13,6.71,0.34,0.13,35.1,0.27
